,count,id,brunetIndex,honoreStatistic,questionRatio,articleLength,avgWordLength,label
27,31,27,3223.2083908184964,7.613307342700808,0.0032804811372334607,259,7.061776061776062,1.0
28,41,28,5349.454972377794,8.0925452638913,0.000327653997378768,443,6.889390519187359,0.0
29,376,29,49027.37365362294,10.231731585702304,0.00048112509252405623,3645,7.412894375857339,0.0
30,20,30,3405.6327035812756,7.605890001053122,0.000514668039114771,273,7.117216117216117,0.0
31,67,31,9276.636943285164,8.568646473005153,0.0013297872340425532,699,7.530758226037196,1.0
32,50,32,9146.22829324658,8.587278798982926,0.0009633911368015414,696,7.456896551724138,0.0
33,89,33,12263.699940790551,8.84779106484485,0.0,961,7.241415192507804,0.0
34,70,34,8420.169322761496,8.504567150708745,0.0004185851820845542,651,7.339477726574501,0.0
35,104,35,13246.519120380131,9.034803745397104,0.0009455626097528029,973,7.608427543679342,0.0
36,176,36,25864.001990000153,9.603235580804945,0.0005685048322910744,2004,7.021956087824352,1.0
37,270,37,27136.239021356367,9.656781408702088,0.0002697963037906381,2063,7.186621425109064,1.0
38,29,38,3647.9176429711797,7.635303886259415,0.0,286,7.2377622377622375,0.0
39,42,39,6628.9772953908305,8.307001120705355,0.0013220518244315177,511,7.401174168297456,0.0
40,30,40,3730.2576301509057,7.742619012160563,0.001431980906921241,307,6.824104234527687,0.0
41,41,41,5261.459063468023,8.166216268592143,0.00101010101010101,442,6.719457013574661,1.0
42,37,42,4078.696500892243,7.752335163302292,0.0008594757198109154,327,7.116207951070336,0.0
43,10,43,1302.015851050804,6.651156504944088,0.0013386880856760374,102,7.323529411764706,1.0
44,23,44,3466.9796642736815,7.589841512182657,0.0,246,8.040650406504065,0.0
45,59,45,7263.293656639357,8.318742252692399,0.0,561,7.308377896613191,0.0
46,28,46,4097.29880188792,7.8896256565022735,0.0017204301075268817,314,7.404458598726115,1.0
47,5,47,189.21383039822246,4.9521137224766,0.008928571428571428,14,8.0,1.0
48,11,48,3065.595264314797,7.466799475018602,0.0,243,7.197530864197531,0.0
49,23,49,2890.1376495037366,7.402451520818244,0.0,213,7.699530516431925,0.0
50,59,50,7223.581844704766,8.38518969500301,0.00048792388387411563,549,7.466302367941712,1.0
51,47,51,4275.28898640004,7.860690464002667,0.0,328,7.396341463414634,1.0
52,22,52,2685.7132791729846,7.430876430556534,0.0006561679790026247,201,7.582089552238806,0.0
53,8,53,713.1409286089813,6.063606301808162,0.0,65,6.369230769230769,1.0
54,5,54,378.9637784878645,5.4313678743352085,0.0,32,6.875,1.0
55,51,55,6062.832486715199,8.18263636061285,0.0008673026886383347,474,7.2974683544303796,1.0
56,13,56,1898.1194937005698,6.9930151229329605,0.0,130,8.376923076923077,1.0
57,82,57,11134.097715116673,8.777669819338929,0.0011137629276054097,844,7.446682464454977,1.0
58,82,58,11416.90306660029,8.765926513729443,0.0015595757953836558,910,7.046153846153846,1.0
59,104,59,12646.114495633423,8.878497403738631,0.0009754738015607581,1016,7.062992125984252,0.0
60,85,60,8970.000387789036,8.60172448404324,0.00019646365422396856,692,7.355491329479769,0.0
61,4,61,414.27236953376575,5.528158439309967,0.0,33,7.333333333333333,1.0
62,78,62,10205.595721422142,8.75719385979687,0.0005309734513274337,764,7.395287958115183,0.0
63,27,63,3844.6271981914047,7.637716432664798,0.00048192771084337347,211,9.834123222748815,1.0
64,45,64,4921.324336132716,7.961235221628869,0.0003599712023038157,390,7.123076923076923,0.0
65,46,65,4523.770333095178,7.917184555369812,0.00038955979742890534,356,7.21067415730337,0.0
66,99,66,11763.212689291124,8.838914306091441,0.000299625468164794,923,7.231852654387866,1.0
67,11,67,2334.257005620523,7.205635176410364,0.0,189,7.126984126984127,1.0
68,24,68,2217.0872323114095,7.219804707882212,0.0,173,7.3526011560693645,0.0
69,11,69,1452.1955239123968,6.731018100482083,0.0011933174224343676,115,7.28695652173913,1.0
70,113,70,9272.154916080775,8.573573524852344,0.0005671077504725897,767,6.897001303780965,1.0
71,317,71,40670.606248579315,10.09529728720239,0.0002688653880623768,3079,7.247807729782397,1.0
72,30,72,2492.439374417176,7.259819610363186,0.0007032348804500703,201,7.074626865671642,0.0
73,86,73,11454.326952514833,8.82815921926132,0.0007955449482895784,884,7.10972850678733,0.0
74,74,74,9913.668847892792,8.640472207576408,0.0,754,7.50132625994695,0.0
75,36,75,6359.0506683442445,8.196436811235028,0.0002756339581036384,491,7.389002036659877,0.0
76,24,76,3093.1001767054436,7.529621257537118,0.000572737686139748,239,7.305439330543933,1.0
77,22,77,1954.7452875574982,7.028201432058005,0.0,141,8.0,1.0
78,96,78,8986.089291172366,8.613956859848546,0.0007964954201513341,674,7.451038575667655,0.0
79,14,79,1540.805906732143,6.893656354602635,0.0,121,7.305785123966942,0.0
80,66,80,6564.489478293548,8.25561195363665,0.0008053691275167785,515,7.233009708737864,0.0
81,1,81,267.05161011267546,5.172458329341869,0.0,21,7.428571428571429,0.0
82,14,83,1870.205915965631,7.077966766959579,0.0,162,6.58641975308642,
83,138,84,15590.882795828998,9.087833697483386,0.00033909799932180403,1123,7.878005342831701,1.0
84,13,85,1810.8556219953996,7.149375358969214,0.0070140280561122245,143,6.979020979020979,0.0
85,2,86,238.1157580317494,4.98246441712956,0.007142857142857143,18,7.777777777777778,0.0
86,64,87,8860.739086405358,8.522777569710138,0.0013922036595067622,718,7.002785515320334,1.0
87,25,88,2602.8784839945674,7.390875631655906,0.0006939625260235947,194,7.427835051546392,0.0
88,44,89,5990.968904189809,8.170712415351218,0.001462843768285547,471,7.256900212314225,1.0
89,58,90,6687.849012113829,8.27422951265272,0.002635046113306983,579,6.55440414507772,0.0
90,38,91,4009.184849159147,7.831518025694993,0.00043956043956043956,321,7.087227414330218,0.0
91,80,92,9716.475364073265,8.667174824167565,0.0007330034817665384,703,7.762446657183499,1.0
92,77,93,7306.761412902359,8.431283846262586,0.0007381889763779527,526,7.726235741444867,0.0
93,15,94,1596.1530694224539,6.90194533042159,0.004439511653718091,122,7.385245901639344,1.0
94,56,95,7005.28466247308,8.302423571574584,0.0007662835249042146,511,7.6614481409001955,0.0
95,91,96,9164.657757463357,8.567506005289827,0.0003803727653100038,640,8.215625,0.0
96,21,97,2372.2136188489217,7.287433966633611,0.0,177,7.6892655367231635,1.0
97,93,98,10494.3717699968,8.691986481789401,0.0005037783375314861,793,7.509457755359395,0.0
98,113,99,10764.000465346844,8.717354666338522,0.0,799,7.644555694618273,0.0
99,2,100,209.68455655536994,5.183556076605504,0.0,15,8.066666666666666,0.0
100,54,101,7663.498253064199,8.462610281645945,0.0006970260223048327,612,7.032679738562091,1.0
101,39,102,6721.203934948713,8.305714671632531,0.0,518,7.324324324324325,0.0
102,26,103,3899.1486190885917,7.761205602664033,0.001817355747387551,318,6.921383647798742,0.0
103,36,104,2787.9254643383606,7.433136522826271,0.0,210,7.533333333333333,1.0
104,37,105,4077.690670389407,7.84801452185191,0.0,290,7.820689655172414,0.0
105,46,106,4948.070572418909,7.945555428253489,0.0,349,8.088825214899714,1.0
106,9,107,1161.0072122764575,6.550970438895154,0.0,95,7.094736842105263,0.0
107,30,108,2902.587625903547,7.446061886620886,0.0006038647342995169,233,7.1072961373390555,1.0
108,39,109,4966.1023757936155,7.9765725152816165,0.0010645848119233499,397,7.0982367758186395,0.0
109,74,110,9661.95209836855,8.635853261720115,0.0022002200220022,816,6.6838235294117645,0.0
110,5,111,1854.5446660214934,7.0412496338837345,0.0009398496240601503,141,7.546099290780142,0.0
111,21,112,1474.5721686599468,6.740519359606223,0.0,114,7.421052631578948,0.0
112,62,113,8539.4969283829,8.491259809389733,0.00041050903119868636,670,7.271641791044776,1.0
113,87,114,12369.543274389172,8.949494953477961,0.00014602803738317756,898,7.625835189309577,0.0
114,10,115,3404.8903434294743,7.625660110667809,0.0026014568158168575,272,7.0661764705882355,1.0
115,62,116,5843.9999253223705,8.151945895346845,0.0021432945499081446,470,6.948936170212766,0.0
116,54,117,7283.341148987509,8.382100917384346,0.001245640259093174,572,7.0174825174825175,0.0
117,52,118,7189.896380461745,8.415160465851086,0.0017504376094023505,554,7.218411552346571,0.0
118,79,119,10957.851161350143,8.76799341344169,0.00048247024766806047,835,7.446706586826347,0.0
119,1,120,170.08268430839243,4.8283137373023015,0.0,14,7.142857142857143,0.0
120,49,121,5723.829708439454,8.145085486962069,0.00030950170225936243,439,7.359908883826879,1.0
121,54,122,6103.734203416375,8.235042459521996,0.002042007001166861,488,7.024590163934426,1.0
122,44,123,9204.896058511733,8.55564437779049,0.00038491147036181676,698,7.444126074498567,1.0
123,3,124,585.6712940266996,5.866685945593054,0.0029411764705882353,51,6.666666666666667,0.0
124,5,125,515.0462262175976,5.777404614526815,0.0,41,7.2926829268292686,1.0
125,196,126,21297.39422929716,9.426242281913687,0.0009149891864914324,1614,7.448574969021066,1.0
126,87,127,11032.06631436075,8.857941984804711,0.000493421052631579,859,7.077997671711292,1.0
127,35,128,5411.958976601204,8.062548343263813,0.0006512536633018561,399,7.696741854636591,0.0
128,35,129,4338.106506105845,7.847897226678472,0.0024242424242424242,354,6.991525423728813,0.0
129,2,130,771.1539476623109,6.172182254319962,0.0,61,7.295081967213115,0.0
130,10,131,966.9750624619538,6.3984669345350325,0.0,77,7.246753246753247,0.0
131,99,132,12709.7156979684,8.928897130814244,0.0015486414191186822,1016,6.991141732283465,1.0
132,55,133,8446.600102191542,8.480321716640333,0.0006225357958082589,672,7.1711309523809526,0.0
133,25,134,3774.8017349006122,7.669495251007694,0.00046685340802987864,271,7.904059040590406,0.0
134,40,135,4581.361757698463,7.948137992086069,0.000388651379712398,352,7.309659090909091,1.0
135,20,136,2108.97607708996,7.178252065141249,0.0008216926869350862,171,7.116959064327485,1.0
136,42,137,6752.987053939567,8.296515347744931,0.0013248542660307366,499,7.56312625250501,0.0
137,26,138,3021.7760066773644,7.4863040028993195,0.000580046403712297,235,7.336170212765958,1.0
138,46,139,3492.8370861685403,7.624651537712924,0.0005045408678102926,278,7.129496402877698,1.0
139,5,140,942.4566403249117,6.484282854119889,0.0,71,7.492957746478873,0.0
140,35,141,2964.1533697959057,7.460528663355884,0.0,218,7.715596330275229,1.0
141,30,143,4859.787425953513,8.023478403280714,0.0003699593044765076,362,7.466850828729282,1.0
142,27,144,3082.882860429778,7.52017433183671,0.0005621135469364812,269,6.613382899628252,
143,15,145,2505.9608156062886,7.326510984861859,0.0007032348804500703,188,7.5638297872340425,1.0
144,97,146,9050.747281631515,8.645331032699529,0.0003972983710766786,685,7.348905109489051,1.0
145,21,147,2609.2606814230976,7.382677348401773,0.0,203,7.374384236453202,1.0
146,6,148,625.7345254715377,5.954781352470424,0.0,50,7.18,1.0
147,47,149,5230.266591603976,8.001019961323651,0.0013404825737265416,389,7.67095115681234,0.0
148,8,150,827.3068628416048,6.27986065029342,0.0021413276231263384,68,6.867647058823529,1.0
149,18,151,2529.2475508326197,7.308381110449552,0.0,199,7.251256281407035,0.0
150,27,152,3716.6465260996224,7.720660554977447,0.001422475106685633,275,7.669090909090909,1.0
151,65,153,8530.627353724578,8.537014793864456,0.0002087246921310791,688,6.963662790697675,1.0
152,72,154,9662.461603411146,8.624007195702047,0.00018518518518518518,740,7.297297297297297,0.0
153,78,155,8451.890345743854,8.475537516147405,0.0002085070892410342,651,7.367127496159754,0.0
154,85,156,10166.587865845766,8.69304385707988,0.0003466805338880222,728,7.924450549450549,0.0
155,73,157,10300.521073993501,8.67334187390617,0.00034217279726261765,825,7.084848484848485,0.0
156,21,158,2460.1415601873273,7.3080576578209895,0.0,189,7.386243386243386,1.0
157,298,159,34189.0099734031,9.887663002189157,0.0008897262783273146,2525,7.567128712871287,0.0
158,70,160,9896.865764530934,8.678748531811113,0.0009039956608208281,777,7.1184041184041185,0.0
159,57,161,6328.9123502343,8.200887152355161,0.0008481764206955047,494,7.159919028340081,1.0
160,2,162,216.24437759796854,5.034351820713572,0.0,16,8.0,0.0
161,7,163,406.1173939689925,5.640280453204229,0.0,34,6.852941176470588,1.0
162,21,164,1748.52659144106,6.953082664524484,0.0,130,7.7615384615384615,1.0
163,24,165,5766.17706657087,8.093156697722637,0.0006112469437652812,454,7.20704845814978,1.0
164,46,166,8277.640143947456,8.55604162684604,0.0,600,7.673333333333333,1.0
165,66,167,7062.13475592601,8.344539040024419,0.0005161290322580645,564,6.870567375886525,0.0
166,15,168,1508.5108707165846,6.8189617506404145,0.0,118,7.254237288135593,0.0
167,69,170,7594.753733719849,8.374015421739909,0.00046157396722824835,562,7.709964412811388,0.0
168,4,171,1256.5120629660498,6.598509028614515,0.0,99,7.414141414141414,0.0
169,22,172,2029.708013765886,7.088351209808622,0.0017271157167530224,158,7.329113924050633,
170,0,173,15.806754174033367,2.515678308454754,0.0,2,5.5,1.0
171,40,174,4455.410621084874,7.894566603671411,0.0,365,6.890410958904109,0.0
172,13,175,1419.2698497425451,6.70808408385307,0.002442002442002442,124,6.604838709677419,1.0
173,61,176,8163.2334560473555,8.467297900690308,0.0006510416666666666,642,7.177570093457944,1.0
174,75,177,9176.601931952175,8.725832056527565,0.0041144200626959246,722,7.069252077562327,0.0
175,119,178,16702.710021127685,9.136693831807884,0.0005382131324004305,1216,7.639802631578948,1.0
176,9,179,1314.6601747132852,6.752875938684578,0.002680965147453083,107,6.97196261682243,0.0
177,54,180,6742.213410035395,8.319123277654144,0.0,509,7.367387033398821,1.0
178,87,181,10592.007993426028,8.760547130018475,0.0036795450744271617,821,7.28258221680877,1.0
179,47,182,6914.028080663086,8.351831515463424,0.0002587991718426501,522,7.402298850574713,1.0
180,68,183,9417.6192676512,8.583729715216482,0.00018712574850299402,737,7.25101763907734,0.0
181,52,184,6300.147620107231,8.181720455128108,0.0,449,7.9621380846325165,0.0
182,42,185,6418.644858731153,8.205764725234456,0.0010922992900054614,480,7.629166666666666,0.0
183,28,186,2017.366059647244,7.127934440832331,0.0,156,7.262820512820513,0.0
184,56,187,5554.529098120979,8.095072911366602,0.0012622278321236984,481,6.588357588357589,1.0
185,14,188,2333.8677704913343,7.2347696655024425,0.0,193,6.937823834196891,0.0
186,112,189,8518.56190313272,8.552982543408417,0.0006331785563528915,643,7.368584758942458,1.0
187,6,190,791.3188706520282,6.22729649000634,0.0,65,6.984615384615385,0.0
188,368,191,50734.37608657246,10.406007529714005,0.0008980530210503628,3779,7.366499073829055,0.0
189,44,192,2694.753180506886,7.4423755513138445,0.0006640106241699867,203,7.41871921182266,1.0
190,35,193,5088.819239604433,8.087089089969819,0.00244926522043387,386,7.404145077720207,1.0
191,125,194,15757.804164830995,9.093244600099936,0.00044969083754918494,1152,7.721354166666667,0.0
192,46,195,5098.477839953188,7.996599585761894,0.001389854065323141,389,7.3984575835475574,1.0
193,0,196,34.393608116245844,3.6018680771243066,0.0,4,5.5,1.0
194,267,197,33346.033452691154,9.955570989224471,0.0007651527572826146,2696,6.786721068249258,1.0
195,112,198,11591.070030253719,8.796792687674662,0.0006048691970361409,882,7.4977324263038545,1.0
196,93,199,15039.289451746883,9.051813463747946,0.0007030700726505742,1156,7.382352941176471,1.0
197,72,200,9226.58105221669,8.566734094119127,0.0005873140172278779,715,7.144055944055944,1.0
198,25,201,3311.6869036098096,7.5847004849658015,0.0015789473684210526,255,7.450980392156863,1.0
199,80,202,9665.511983244225,8.734570472282268,0.0005606428704914969,746,7.172922252010724,0.0
200,26,203,3152.1292931246635,7.525129901069752,0.0,203,8.448275862068966,0.0
201,52,204,6576.394186225911,8.263945861801796,0.0013326226012793177,497,7.549295774647887,1.0
202,70,205,6218.99940635779,8.1797604936999,0.0,498,7.164658634538153,0.0
203,16,206,2590.5945115250256,7.3674379729950985,0.0006765899864682003,203,7.280788177339901,1.0
204,78,207,7494.845826306502,8.360773272144936,0.0,595,7.18655462184874,1.0
205,62,208,7757.867539173029,8.442059383098776,0.0009180628873077806,614,7.096091205211726,0.0
206,7,209,478.31446031527474,5.731953351622898,0.0,35,7.714285714285714,0.0
207,34,210,3269.4032311104556,7.717305232729507,0.0005524861878453039,235,7.702127659574468,1.0
208,114,211,12307.756917154937,8.851377097519439,0.000859106529209622,943,7.406150583244963,0.0
209,25,212,3754.43399437524,7.7033968026833755,0.002334267040149393,290,7.386206896551724,1.0
210,8,213,962.1321951540078,6.422747338242087,0.0018115942028985507,74,7.45945945945946,1.0
211,10,214,955.1602227253557,6.415474578913007,0.0,78,7.0256410256410255,0.0
212,62,215,5563.514975294693,8.124068863056664,0.0003167564143173899,434,7.274193548387097,1.0
213,1,216,335.5263819364384,5.358157366904053,0.0,24,8.166666666666666,0.0
214,58,217,9500.74240989192,8.619027497297505,0.0005593884020137983,733,7.316507503410641,1.0
215,40,218,4919.552801094511,8.062657879931322,0.0014404033129276198,402,6.907960199004975,1.0
216,53,219,8009.558303045416,8.45457282943457,0.0008800880088008801,584,7.782534246575342,1.0
217,66,220,10143.809628760235,8.68452118397264,0.0008732099196646874,784,7.303571428571429,0.0
218,40,221,3367.5108578656786,7.656657559448356,0.0005339028296849973,258,7.25968992248062,0.0
219,67,222,6997.059059545266,8.325949189107035,0.001002004008016032,523,7.632887189292543,0.0
220,3,223,204.4185131980796,4.929321938221264,0.0,20,6.05,0.0
221,103,224,13947.29535578577,9.002943161499047,0.00038104915534103897,1010,7.795049504950495,1.0
222,35,225,5124.707490705407,7.97522083865341,0.000343878954607978,394,7.380710659898477,0.0
223,17,226,1195.6932715138576,6.530877627725885,0.0,94,7.297872340425532,1.0
224,73,227,10238.109123720476,8.760374636466954,0.0,749,7.567423230974633,0.0
225,77,228,8131.155557811123,8.46964026155669,0.0006501950585175553,593,7.780775716694772,0.0
226,15,229,611.7905806142332,5.969985515430857,0.0,47,7.468085106382978,1.0
227,22,230,4248.141021614922,7.846928856725031,0.0,334,7.179640718562874,0.0
228,5,231,1119.0015747986831,6.573787595654953,0.004672897196261682,94,6.829787234042553,1.0
229,86,232,10043.228332025485,8.68083582265799,0.0007018775223723461,775,7.353548387096774,1.0
230,11,233,1927.0184040460442,7.088023446964249,0.0,198,5.616161616161616,0.0
231,65,234,8290.603545002281,8.46168048148598,0.0010570824524312897,646,7.321981424148607,1.0
232,17,235,2140.0143261513035,7.12847007680934,0.0008278145695364238,155,7.7935483870967746,0.0
233,29,236,2947.4013442127307,7.43307534889858,0.0005913660555884093,199,8.49748743718593,1.0
234,60,237,6698.43876115881,8.295226366842309,0.0,485,7.756701030927835,0.0
235,21,238,2086.3627492741803,7.087573705557973,0.000835421888053467,162,7.388888888888889,1.0
236,92,239,10335.304231348493,8.82445016125089,0.00035112359550561797,743,7.66621803499327,1.0
237,20,240,2713.991678529633,7.432769423113789,0.005221932114882507,219,6.995433789954338,0.0
238,46,241,6555.99455571152,8.273731718774357,0.00027159152634437803,533,6.9080675422138835,1.0
239,16,242,1326.9961280953132,6.690756602298566,0.0026560424966799467,111,6.783783783783784,1.0
240,17,243,2477.7643507330818,7.281293895193601,0.0,191,7.361256544502618,0.0
241,24,244,2384.5119819850333,7.226936018493289,0.0,171,8.046783625730994,0.0
242,56,245,7722.306817149618,8.418050342978402,0.00045641259698767686,616,7.113636363636363,1.0
243,4,246,759.9449947230931,6.112733563160305,0.0,63,6.920634920634921,0.0
244,51,247,5257.0948501522125,8.110647499687829,0.0003403675970047651,411,7.148418491484185,0.0
245,38,248,5004.348502468249,8.00681844638131,0.0010877447425670776,378,7.296296296296297,0.0
246,66,249,6693.135849277556,8.275019714195222,0.000526592943654555,491,7.735234215885947,0.0
247,45,250,3951.029640358157,7.747913426455096,0.0,303,7.399339933993399,0.0
248,70,251,9269.587827066864,8.600676128554746,0.0,700,7.514285714285714,1.0
249,34,252,2506.461536861155,7.3344225947409045,0.0013986013986013986,182,7.857142857142857,0.0
250,30,253,3686.564414504025,7.672352524708215,0.0,279,7.458781362007168,1.0
251,32,254,2981.77616034166,7.433666540166168,0.000591016548463357,240,7.05,0.0
252,4,255,526.8107867176236,5.7911356735599435,0.0,48,6.333333333333333,0.0
253,67,256,5220.264355953358,8.03979083036082,0.0,397,7.544080604534005,1.0
254,10,257,1230.5531336571187,6.594706557304512,0.0,101,6.99009900990099,1.0
255,41,258,7210.750109719856,8.32021851439805,0.000501002004008016,562,7.103202846975089,0.0
256,90,259,9063.401177681535,8.578181668597907,0.0007777561734396267,709,7.253878702397743,0.0
257,146,260,13071.53464063969,8.890145438343994,0.0008470986869970351,911,7.774972557628979,1.0
258,9,261,2860.5211385716116,7.466554407011004,0.0,273,5.978021978021978,0.0
259,54,262,7660.518841513504,8.43956574646422,0.0007073803348266918,572,7.414335664335664,0.0
260,90,263,11144.113602351903,8.757469141470748,0.0009436929852154766,934,6.80728051391863,1.0
261,46,264,6217.076273598962,8.173857454773621,0.00140964195094446,500,7.094,1.0
262,88,265,9844.675148975826,8.648533905004687,0.0007234581298607343,765,7.227450980392157,0.0
263,56,266,4048.976539839217,7.760067332977235,0.0021987686895338612,309,7.359223300970874,0.0
264,8,267,836.6366914382677,6.245245067884081,0.0,65,7.384615384615385,0.0
265,91,268,8464.746908705205,8.562051827724463,0.0012620950778291964,735,6.468027210884354,0.0
266,19,269,2990.5875556145375,7.538399959544169,0.0005892751915144372,215,7.8930232558139535,1.0
267,99,270,11851.13513774348,8.90668134500126,0.0007620789513793629,931,7.047261009667024,1.0
268,16,271,3257.654117287755,7.533158807455563,0.0016051364365971107,240,7.7875,0.0
269,64,272,8043.04160508235,8.425954710981966,0.00043821209465381246,616,7.409090909090909,0.0
270,5,273,1196.58747805673,6.622403821868638,0.0,92,7.380434782608695,0.0
271,99,274,12026.346250128958,8.8905857951246,0.0009011715229798738,883,7.540203850509626,0.0
272,5,275,611.7243674714512,5.940576029087018,0.0,47,7.51063829787234,0.0
273,68,276,8714.469924875597,8.506132244056813,0.0008088978766430738,690,7.166666666666667,1.0
274,21,277,1579.9914066318595,6.908488343557966,0.0022650056625141564,121,7.297520661157025,0.0
275,31,278,5087.518299340564,8.059411709362083,0.000361271676300578,382,7.2460732984293195,0.0
276,29,279,5500.072929329977,8.07869856509377,0.001281640499839795,424,7.360849056603773,1.0
277,18,280,2592.347281830523,7.3681143341977515,0.000676132521974307,210,7.042857142857143,1.0
278,1,281,454.1207671034078,5.670630267339301,0.0,40,6.675,1.0
279,21,282,1784.9181260498433,6.973681725394556,0.0,136,7.573529411764706,1.0
280,47,283,4815.032233840432,7.907651594711089,0.0003679175864606328,343,7.924198250728863,0.0
281,50,284,5944.16725108299,8.190249209560323,0.0008894159501927068,476,7.086134453781512,1.0
282,82,285,10940.228370804389,8.733594061863055,0.0004832474226804124,812,7.645320197044335,0.0
283,44,286,7475.587749509055,8.352790135124629,0.0004714757190004715,591,7.177664974619289,1.0
284,5,287,428.0337642080692,5.6635390164552355,0.0,33,7.484848484848484,1.0
285,3,288,192.5926487981907,4.823209825384125,0.0,19,6.0,1.0
286,65,289,6179.114213258068,8.255523857842123,0.0,470,7.421276595744681,0.0
287,2,290,284.22283386589834,5.310739886546593,0.006060606060606061,23,7.173913043478261,0.0
288,47,291,5833.090213066524,8.189688624777284,0.0,462,7.090909090909091,1.0
289,72,292,7008.583800046561,8.354974419706362,0.0007543374402816193,538,7.392193308550186,0.0
290,14,293,906.0679431118941,6.303041540720557,0.0038022813688212928,74,7.108108108108108,1.0
291,49,294,6342.095436772903,8.247656600532316,0.00027932960893854746,494,7.246963562753036,0.0
292,61,296,6615.595570876236,8.263367039969445,0.0005327650506126798,507,7.404339250493097,1.0
293,56,297,5848.645392758704,8.17694508516304,0.0003074085459575776,472,6.891949152542373,0.0
294,134,298,16526.388031315804,9.191488792290821,0.0010827197921178,1271,7.266719118804091,1.0
295,20,299,1797.0486375861042,7.018195180383249,0.0,142,7.302816901408451,
296,31,300,4910.695125903488,7.959073058624374,0.0,372,7.451612903225806,0.0
297,49,301,8488.898205889938,8.479906606630221,0.00041519618019514223,710,6.784507042253521,0.0
298,17,302,2467.900590140214,7.283827088393669,0.0,187,7.529411764705882,0.0
299,42,303,5112.830981135657,7.978310969867722,0.0017140898183064792,378,7.716931216931217,1.0
300,89,304,7983.846564369179,8.451053388911692,0.0,568,7.78169014084507,0.0
301,102,305,12936.721514482368,8.963555927548008,0.0008377548170901983,1057,6.775780510879849,0.0
302,23,306,2811.443570017687,7.4141573401021414,0.0006234413965087282,191,8.397905759162304,0.0
303,172,307,36830.21344427616,9.942227380852058,0.0,3183,6.531573986804901,0.0
304,74,308,11305.368470457657,8.771835409789817,0.0,842,7.660332541567696,1.0
305,93,309,10758.713628183117,8.716863386544805,0.0004914004914004914,854,7.148711943793911,0.0
306,19,310,3488.012907939649,7.595889917718538,0.0,274,7.262773722627737,0.0
307,29,311,4898.9930038649845,7.969488937264881,0.0007155635062611807,376,7.433510638297872,1.0
308,59,312,5639.2929746414375,8.103695911610808,0.0009375,428,7.4766355140186915,0.0
309,100,313,10521.448766807234,8.733379262162948,0.0008544087491455912,813,7.198031980319803,1.0
310,30,314,2661.041372408928,7.3526547526319606,0.0013245033112582781,188,8.03191489361702,0.0
311,3,315,899.3907839027851,6.2882715273367635,0.0,74,7.013513513513513,0.0
312,32,316,2970.312270678241,7.539736024304595,0.0006024096385542169,220,7.545454545454546,1.0
313,16,317,2027.9552434603888,7.053585727193677,0.001728608470181504,185,6.254054054054054,0.0
